bioproject	biosample	biosamplemodel	assembly_acs	assembly_filename	sra_run_acs	genbank_acs	sample name	strain	culture_collection	strain_name_alias	organism_name	species	serotype	pathotype	identification_method	mlst_scheme	mlst_st	mlst_profile	mlst_calling_software	molecule_type	size	gc	md5	release_date	genbank_ftp	refseq_ftp	assembly_acs	sra study	experiment	run	assay type	platform	instrument	librarylayout	libraryselection	librarysource	library name	avgspotlen	estimated_coverage	bases	bytes	center name	consent	datastore filetype	datastore provider	datastore region	releasedate	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	isolation_source	lat_lon	collected_by	collection_date	host
PRJNA231221	SAMN03255469	Pathogen.cl	GCA_001018975.2	GCF_001018975.2_ASM101897v2	SRR1955833	NZ_CP026071.1	FDAARGOS_30	FDAARGOS_30	FDA:FDAARGOS_30	FDAARGOS_30	Staphylococcus aureus	Staphylococcus aureus		MSSA	phenotypic identification	saureus	30	arcC(2), aroE(2), glpF(2), gmk(2), pta(6), tpi(3), yqiL(2)	mlst v. 2.19.0	chromosome	2861652	32.83708152	f1b76fe6cbcd91b96a2f2a3cbf9ee5d5	2018-01-18T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/975/GCA_001018975.2_ASM101897v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/975/GCF_001018975.2_ASM101897v2	GCA_001018975.2	SRP040661	SRX981336	SRR1955833	WGS	ILLUMINA	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	IL100040296	202	465.8709167	1397612750	915805439	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	uncalculated	uncalculated		human		Rockefeller University		Homo sapiens
PRJNA231221	SAMN03255474	Pathogen.cl	GCA_001019485.2	GCF_001019485.2_ASM101948v2	SRR1955856	NZ_CP026072.1	FDAARGOS_35	FDAARGOS_35	FDA:FDAARGOS_35	FDAARGOS_35	Staphylococcus aureus	Staphylococcus aureus		MRSA/LRSA	phenotypic identification	saureus	507	arcC(3), aroE(3), glpF(74), gmk(58), pta(4), tpi(4), yqiL(3)	mlst v. 2.19.0	chromosome	2955890	32.8277101	0a97e5a41b4f3a36051e0be73ef6132d	2018-01-18T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/485/GCA_001019485.2_ASM101948v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/485/GCF_001019485.2_ASM101948v2	GCA_001019485.2	SRP040661	SRX981358	SRR1955856	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040301	202	559.3110667	1677933200	1172144174	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	USA	North America	USA:Massachusetts	peritoneal fluid inpatient/outpatient		Rockefeller University	2001	Homo sapiens
PRJNA231221	SAMN03255479	Pathogen.cl	GCA_001019495.2	GCF_001019495.2_ASM101949v2	SRR1955869	NZ_CP026958.1	FDAARGOS_40	FDAARGOS_40	FDA:FDAARGOS_40	FDAARGOS_40	Staphylococcus aureus	Staphylococcus aureus		VISA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	chromosome	2878505	32.8775875	e6f33b23bfac32e16df8f99aaf0e0d17	2018-02-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/495/GCA_001019495.2_ASM101949v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/495/GCF_001019495.2_ASM101949v2	GCA_001019495.2	SRP040661	SRX981398	SRR1955869	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040306	202	436.8037227	1310411168	918917756	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Japan	Asia	Japan	wound		Rockefeller University		Homo sapiens
PRJNA231221	SAMN03255479	Pathogen.cl	GCA_001019495.2	GCF_001019495.2_ASM101949v2	SRR1955869	NZ_CP026959.1	FDAARGOS_40	FDAARGOS_40	FDA:FDAARGOS_40	FDAARGOS_40	Staphylococcus aureus	Staphylococcus aureus		VISA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	plasmid	10825	28.55427252	f5c55ac0e94dca6f3174b4faa34a244b	2018-02-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/495/GCA_001019495.2_ASM101949v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/495/GCF_001019495.2_ASM101949v2	GCA_001019495.2	SRP040661	SRX981398	SRR1955869	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040306	202	436.8037227	1310411168	918917756	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Japan	Asia	Japan	wound		Rockefeller University		Homo sapiens
PRJNA231221	SAMN03255481	Pathogen.cl	GCA_001019535.2	GCF_001019535.2_ASM101953v2	SRR1955873	NZ_CP026073.1	FDAARGOS_42	FDAARGOS_42	FDA:FDAARGOS_42	FDAARGOS_42	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	1	arcC(1), aroE(1), glpF(1), gmk(1), pta(1), tpi(1), yqiL(1)	mlst v. 2.19.0	chromosome	2819334	32.82644057	19f78e23e72406df69814e7b10211a8a	2018-01-18T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/535/GCA_001019535.2_ASM101953v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/535/GCF_001019535.2_ASM101953v2	GCA_001019535.2	SRP040661	SRX981403	SRR1955873	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040308	202	460.1306827	1380392048	959649450	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	USA	North America	USA:North Dakota	fatal septicaemia and septic arthritis in a 16-month-old American-Indian girl who had no risk factors associated with health care		Rockefeller University	1998	Homo sapiens
PRJNA231221	SAMN03255482	Pathogen.cl	GCA_001019125.2	GCF_001019125.2_ASM101912v2	SRR1955874	NZ_CP026957.1	FDAARGOS_43	FDAARGOS_43	FDA:FDAARGOS_43	FDAARGOS_43	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	1	arcC(1), aroE(1), glpF(1), gmk(1), pta(1), tpi(1), yqiL(1)	mlst v. 2.19.0	chromosome	2820631	32.82960444	14a907b7dceead3987a980c9d6cc17fc	2018-02-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/125/GCA_001019125.2_ASM101912v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/125/GCF_001019125.2_ASM101912v2	GCA_001019125.2	SRP040661	SRX981405	SRR1955874	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040309	202	400.1552667	1200465800	833175673	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	USA	North America	USA:North Dakota	fatal septicaemia and septic arthritis in a 16-month-old American-Indian girl who had no risk factors associated with health care		Rockefeller University	1998	Homo sapiens
PRJNA231221	SAMN03255486	Pathogen.cl	GCA_001019575.2	GCF_001019575.2_ASM101957v2	SRR1955924	NZ_CP026074.1	FDAARGOS_47	FDAARGOS_47	FDA:FDAARGOS_47	FDAARGOS_47	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	chromosome	2877716	32.89219645	904bddc2168310b7c4a25110d5d0f8ab	2018-01-18T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/575/GCA_001019575.2_ASM101957v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/575/GCF_001019575.2_ASM101957v2	GCA_001019575.2	SRP040661	SRX981455	SRR1955924	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040313	202	425.421696	1276265088	891131270	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Portugal	Europe	Portugal	human		Rockefeller University	1992	Homo sapiens
PRJNA231221	SAMN03255486	Pathogen.cl	GCA_001019575.2	GCF_001019575.2_ASM101957v2	SRR1955924	NZ_CP026075.1	FDAARGOS_47	FDAARGOS_47	FDA:FDAARGOS_47	FDAARGOS_47	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	plasmid	23690	33.75685943	006ad021728e48000718cb1bb1b2f3fd	2018-01-18T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/575/GCA_001019575.2_ASM101957v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/575/GCF_001019575.2_ASM101957v2	GCA_001019575.2	SRP040661	SRX981455	SRR1955924	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040313	202	425.421696	1276265088	891131270	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Portugal	Europe	Portugal	human		Rockefeller University	1992	Homo sapiens
PRJNA231221	SAMN03255487	Pathogen.cl	GCA_001019205.2	GCF_001019205.2_ASM101920v2	SRR1955931	NZ_CP026953.1	FDAARGOS_48	FDAARGOS_48	FDA:FDAARGOS_48	FDAARGOS_48	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	chromosome	2834575	32.89283226	f75a042704816a315a9191c050849262	2018-02-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/205/GCA_001019205.2_ASM101920v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/205/GCF_001019205.2_ASM101920v2	GCA_001019205.2	SRP040661	SRX981461	SRR1955931	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040314	202	458.15115	1374453450	951828342	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Portugal	Europe	Portugal:Lisbon	child - hospital pneumology ward		Rockefeller University	1996	Homo sapiens
PRJNA231221	SAMN03255487	Pathogen.cl	GCA_001019205.2	GCF_001019205.2_ASM101920v2	SRR1955931	NZ_CP026954.1	FDAARGOS_48	FDAARGOS_48	FDA:FDAARGOS_48	FDAARGOS_48	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	plasmid	6318	25.94175372	da7c40b452980817144922c80a525441	2018-02-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/205/GCA_001019205.2_ASM101920v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/205/GCF_001019205.2_ASM101920v2	GCA_001019205.2	SRP040661	SRX981461	SRR1955931	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040314	202	458.15115	1374453450	951828342	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Portugal	Europe	Portugal:Lisbon	child - hospital pneumology ward		Rockefeller University	1996	Homo sapiens
PRJNA231221	SAMN03255487	Pathogen.cl	GCA_001019205.2	GCF_001019205.2_ASM101920v2	SRR1955931	NZ_CP026955.1	FDAARGOS_48	FDAARGOS_48	FDA:FDAARGOS_48	FDAARGOS_48	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	plasmid	4341	30.96060815	f3e24423137c258e78a3ba02a6d4419b	2018-02-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/205/GCA_001019205.2_ASM101920v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/205/GCF_001019205.2_ASM101920v2	GCA_001019205.2	SRP040661	SRX981461	SRR1955931	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040314	202	458.15115	1374453450	951828342	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Portugal	Europe	Portugal:Lisbon	child - hospital pneumology ward		Rockefeller University	1996	Homo sapiens
PRJNA231221	SAMN03255487	Pathogen.cl	GCA_001019205.2	GCF_001019205.2_ASM101920v2	SRR1955931	NZ_CP026956.1	FDAARGOS_48	FDAARGOS_48	FDA:FDAARGOS_48	FDAARGOS_48	Staphylococcus aureus	Staphylococcus aureus		MRSA	phenotypic identification	saureus	5	arcC(1), aroE(4), glpF(1), gmk(4), pta(12), tpi(1), yqiL(10)	mlst v. 2.19.0	plasmid	2117	28.05857345	fba11ee17bdae44bca4b702c860e076c	2018-02-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/205/GCA_001019205.2_ASM101920v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/205/GCF_001019205.2_ASM101920v2	GCA_001019205.2	SRP040661	SRX981461	SRR1955931	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	IL100040314	202	458.15115	1374453450	951828342	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2015-05-12T00:00:00Z	Portugal	Europe	Portugal:Lisbon	child - hospital pneumology ward		Rockefeller University	1996	Homo sapiens
PRJNA218110	SAMN03256350	Pathogen.cl	GCA_002249955.1	GCF_002249955.1_ASM224995v1	SRR1714120	NZ_CP022689.1	CDC#03-98	CDC#03-98			Escherichia coli	Escherichia coli				ecoli	11	adk(12), fumC(12), gyrB(8), icd(12), mdh(15), purA(2), recA(2)	mlst v. 2.19.0	chromosome	5406069	50.49589637	27616cabc461c6a7aeeec8e7c6858867	2017-08-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/955/GCA_002249955.1_ASM224995v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/955/GCF_002249955.1_ASM224995v1	GCA_002249955.1	SRP046387	SRX810491	SRR1714120	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	Escherichia coli Nextera XT shotgun library	472	78.2036088	391018044	233206676	EDLB-CDC	public	fastq,realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2014-12-15T00:00:00Z	USA	North America	USA			CDC		
PRJNA218110	SAMN03256350	Pathogen.cl	GCA_002249955.1	GCF_002249955.1_ASM224995v1	SRR1714120	NZ_CP022688.1	CDC#03-98	CDC#03-98			Escherichia coli	Escherichia coli				ecoli	11	adk(12), fumC(12), gyrB(8), icd(12), mdh(15), purA(2), recA(2)	mlst v. 2.19.0	plasmid	92032	47.53672636	c194a90c7e73556ba90e92c3f693843b	2017-08-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/955/GCA_002249955.1_ASM224995v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/955/GCF_002249955.1_ASM224995v1	GCA_002249955.1	SRP046387	SRX810491	SRR1714120	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	Escherichia coli Nextera XT shotgun library	472	78.2036088	391018044	233206676	EDLB-CDC	public	fastq,realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2014-12-15T00:00:00Z	USA	North America	USA			CDC		
PRJNA275194	SAMN03339922	Microbe\, viral or environmental	GCA_001587115.1	GCF_001587115.1_ASM158711v1	SRR2120261	NZ_CP011828.1	UW8175	UW8175			Enterococcus faecium	Enterococcus faecium				efaecium	904	atpA(1), ddl(3), gdh(1), purK(1), gyd(1), pstS(54), adk(1)	mlst v. 2.19.0	chromosome	2598959	38.302605	21fa01d60647bad08918a366999e1cd8	2016-03-11T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/115/GCA_001587115.1_ASM158711v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/115/GCF_001587115.1_ASM158711v1	GCA_001587115.1	SRP061351	SRX1113411	SRR2120261	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	MiSeq1	379	115.2847743	345854323	153066988	ROBERT KOCH-INSTITUTE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-06-12T00:00:00Z	Germany	Europe	Germany			Robert Koch-Institute	2010	Homo sapiens
PRJNA275194	SAMN03339922	Microbe\, viral or environmental	GCA_001587115.1	GCF_001587115.1_ASM158711v1	SRR2120261	NZ_CP011829.1	UW8175	UW8175			Enterococcus faecium	Enterococcus faecium				efaecium	904	atpA(1), ddl(3), gdh(1), purK(1), gyd(1), pstS(54), adk(1)	mlst v. 2.19.0	plasmid	229882	35.68047955	7147ca4043b8e14f951d6d22cd8e803c	2016-03-11T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/115/GCA_001587115.1_ASM158711v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/115/GCF_001587115.1_ASM158711v1	GCA_001587115.1	SRP061351	SRX1113411	SRR2120261	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	MiSeq1	379	115.2847743	345854323	153066988	ROBERT KOCH-INSTITUTE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-06-12T00:00:00Z	Germany	Europe	Germany			Robert Koch-Institute	2010	Homo sapiens
PRJNA275194	SAMN03339922	Microbe\, viral or environmental	GCA_001587115.1	GCF_001587115.1_ASM158711v1	SRR2120261	NZ_CP011830.1	UW8175	UW8175			Enterococcus faecium	Enterococcus faecium				efaecium	904	atpA(1), ddl(3), gdh(1), purK(1), gyd(1), pstS(54), adk(1)	mlst v. 2.19.0	plasmid	38512	35.13450353	85ccde885d8b8691aa3bdc23e4023ab3	2016-03-11T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/115/GCA_001587115.1_ASM158711v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/115/GCF_001587115.1_ASM158711v1	GCA_001587115.1	SRP061351	SRX1113411	SRR2120261	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	MiSeq1	379	115.2847743	345854323	153066988	ROBERT KOCH-INSTITUTE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-06-12T00:00:00Z	Germany	Europe	Germany			Robert Koch-Institute	2010	Homo sapiens
PRJNA275194	SAMN03339922	Microbe\, viral or environmental	GCA_001587115.1	GCF_001587115.1_ASM158711v1	SRR2120261	NZ_CP011831.1	UW8175	UW8175			Enterococcus faecium	Enterococcus faecium				efaecium	904	atpA(1), ddl(3), gdh(1), purK(1), gyd(1), pstS(54), adk(1)	mlst v. 2.19.0	plasmid	10839	31.73724513	b0fa67f2a511487f08692abf119b77e8	2016-03-11T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/115/GCA_001587115.1_ASM158711v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/115/GCF_001587115.1_ASM158711v1	GCA_001587115.1	SRP061351	SRX1113411	SRR2120261	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	MiSeq1	379	115.2847743	345854323	153066988	ROBERT KOCH-INSTITUTE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-06-12T00:00:00Z	Germany	Europe	Germany			Robert Koch-Institute	2010	Homo sapiens
PRJNA276399	SAMN03371464	Pathogen.cl	GCA_001629755.1	GCF_001629755.1_ASM162975v1	SRR1955549	NZ_CP011289.1	11-01853	11-01853			Salmonella enterica subsp. diarizonae	Salmonella enterica subsp. diarizonae	60:r:z			senterica	3457	aroC(285), dnaN(26), hemD(30), hisD(144), purE(464), sucA(288), thrA(264)	mlst v. 2.19.0	chromosome	4779348	51.50505885	b97cef6832563025e651545210d909a3	2016-04-22T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/755/GCA_001629755.1_ASM162975v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/629/755/GCF_001629755.1_ASM162975v1	GCA_001629755.1	SRP056674	SRX972086	SRR1955549	WGS	ILLUMINA	Illumina MiSeq	PAIRED	size fractionation	GENOMIC		468	48.7370926	243685463	135129857	ROBERT KOCH INSTITUTE	public	fastq,realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-05-12T00:00:00Z	Germany	Europe	Germany: Erlangen	human sample	49.60 N 11.01 E	University Hospital Erlangen	2010-07-06	Homo sapiens
PRJNA276399	SAMN03371464	Pathogen.cl	GCA_001629755.1	GCF_001629755.1_ASM162975v1	SRR1955549	NZ_CP011290.1	11-01853	11-01853			Salmonella enterica subsp. diarizonae	Salmonella enterica subsp. diarizonae	60:r:z			senterica	3457	aroC(285), dnaN(26), hemD(30), hisD(144), purE(464), sucA(288), thrA(264)	mlst v. 2.19.0	plasmid	32098	41.37329429	5aa0716ffbd989feeb7448a9668ff2d4	2016-04-22T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/755/GCA_001629755.1_ASM162975v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/629/755/GCF_001629755.1_ASM162975v1	GCA_001629755.1	SRP056674	SRX972086	SRR1955549	WGS	ILLUMINA	Illumina MiSeq	PAIRED	size fractionation	GENOMIC		468	48.7370926	243685463	135129857	ROBERT KOCH INSTITUTE	public	fastq,realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-05-12T00:00:00Z	Germany	Europe	Germany: Erlangen	human sample	49.60 N 11.01 E	University Hospital Erlangen	2010-07-06	Homo sapiens
PRJNA276399	SAMN03371464	Pathogen.cl	GCA_001629755.1	GCF_001629755.1_ASM162975v1	SRR1955549	NZ_CP011291.1	11-01853	11-01853			Salmonella enterica subsp. diarizonae	Salmonella enterica subsp. diarizonae	60:r:z			senterica	3457	aroC(285), dnaN(26), hemD(30), hisD(144), purE(464), sucA(288), thrA(264)	mlst v. 2.19.0	plasmid	58005	42.05327127	56a226fc393c887f5c9db174521187e9	2016-04-22T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/755/GCA_001629755.1_ASM162975v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/629/755/GCF_001629755.1_ASM162975v1	GCA_001629755.1	SRP056674	SRX972086	SRR1955549	WGS	ILLUMINA	Illumina MiSeq	PAIRED	size fractionation	GENOMIC		468	48.7370926	243685463	135129857	ROBERT KOCH INSTITUTE	public	fastq,realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-05-12T00:00:00Z	Germany	Europe	Germany: Erlangen	human sample	49.60 N 11.01 E	University Hospital Erlangen	2010-07-06	Homo sapiens
PRJNA279607	SAMN03455926	MIGS.ba	GCA_001634325.1	GCF_001634325.1_ASM163432v1	SRR3465535	NZ_CP014774.1	AVNIH1	AVNIH1			Aeromonas veronii	Aeromonas veronii				aeromonas	333	gyrB(66), groL(71), gltA(255), metG(175), ppsA(124), recA(255), 	mlst v. 2.19.0	chromosome	4756751	58.66045963	f67867bf9d9aa5cb52700e3199925826	2016-04-29T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/325/GCA_001634325.1_ASM163432v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/634/325/GCF_001634325.1_ASM163432v1	GCA_001634325.1	SRP074119	SRX1735439	SRR3465535	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	AVNIH1_L5593708	600	293.2211368	1392800400	905336169	NISC	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-06-18T00:00:00Z	USA	North America	USA		38.984652 N 77.094709 W		2013	
PRJNA279607	SAMN03455926	MIGS.ba	GCA_001634325.1	GCF_001634325.1_ASM163432v1	SRR3465535	NZ_CP014775.1	AVNIH1	AVNIH1			Aeromonas veronii	Aeromonas veronii				aeromonas	333	gyrB(66), groL(71), gltA(255), metG(175), ppsA(124), recA(255), 	mlst v. 2.19.0	plasmid	198307	53.07175238	360190b44eeb68a45eee24f052deca58	2016-04-29T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/325/GCA_001634325.1_ASM163432v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/634/325/GCF_001634325.1_ASM163432v1	GCA_001634325.1	SRP074119	SRX1735439	SRR3465535	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	AVNIH1_L5593708	600	293.2211368	1392800400	905336169	NISC	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-06-18T00:00:00Z	USA	North America	USA		38.984652 N 77.094709 W		2013	
PRJNA279611	SAMN03455930	MIGS.ba	GCA_001663295.1	GCF_001663295.1_ASM166329v1	SRR3217430	NZ_CP014762.1	KPNIH39	KPNIH39			Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	37	gapA(2), infB(9), mdh(2), pgi(1), phoE(13), rpoB(1), tonB(16)	mlst v. 2.19.0	chromosome	5351509	57.28928046	94db1cd62c5235c297ba742544461385	2016-06-15T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/295/GCA_001663295.1_ASM166329v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/295/GCF_001663295.1_ASM166329v1	GCA_001663295.1	SRP071596	SRX1624629	SRR3217430	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	WM47_L6521480	600	480	2400000000	1638113092	NISC	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2016-06-18T00:00:00Z	USA	North America	USA		38.984652 N 77.094709 W		2014	
